Date,MaxT_Red,MaxT_Orange,MaxT_Yellow,MaxT_Normal,MaxT_Records,MinT_Red,MinT_Orange,MinT_Yellow,MinT_Normal,MinT_Records,MaxT_Obs,MinT_Obs,HeatRisk
2022-01-01,94,89,80,74,88.0,74,71,65,48,70.0,,,
2022-01-02,94,89,80,74,85.0,74,71,65,48,68.0,,,
2022-01-03,94,89,80,74,87.0,74,71,65,48,69.0,,,
2022-01-04,94,89,80,74,87.0,74,71,65,47,70.0,,,
2022-01-05,94,89,80,74,87.0,74,71,65,47,68.0,,,
2022-01-06,94,89,80,74,86.0,74,71,65,47,68.0,,,
2022-01-07,94,89,80,74,86.0,74,71,65,47,67.0,,,
2022-01-08,94,89,80,73,86.0,74,71,65,47,65.0,,,
2022-01-09,94,89,80,73,85.0,74,71,65,47,68.0,,,
2022-01-10,94,89,80,73,87.0,74,71,65,47,67.0,,,
2022-01-11,94,89,80,73,87.0,74,71,65,47,70.0,,,
2022-01-12,94,89,80,73,85.0,74,71,65,47,68.0,,,
2022-01-13,94,89,80,73,85.0,74,71,65,47,68.0,,,
2022-01-14,94,89,80,73,85.0,74,71,65,47,69.0,,,
2022-01-15,94,89,80,73,87.0,74,71,65,47,65.0,,,
2022-01-16,94,89,80,73,88.0,74,71,65,47,68.0,,,
2022-01-17,94,89,80,73,86.0,74,71,65,47,65.0,,,
2022-01-18,94,89,80,73,87.0,74,71,65,47,66.0,,,
2022-01-19,94,89,80,73,87.0,74,71,65,47,67.0,,,
2022-01-20,94,89,80,73,88.0,74,71,65,47,66.0,,,
2022-01-21,94,89,80,73,86.0,74,71,65,47,69.0,,,
2022-01-22,94,89,80,73,87.0,74,71,65,47,69.0,,,
2022-01-23,94,89,80,73,88.0,74,71,65,47,66.0,,,
2022-01-24,94,89,80,74,88.0,74,71,65,47,66.0,,,
2022-01-25,94,89,80,74,87.0,74,71,65,47,65.0,,,
2022-01-26,94,89,80,74,86.0,74,71,65,47,66.0,,,
2022-01-27,94,89,80,74,87.0,74,71,65,47,71.0,,,
2022-01-28,94,89,80,74,87.0,74,71,65,48,65.0,,,
2022-01-29,94,89,80,74,87.0,74,71,65,48,65.0,,,
2022-01-30,94,89,80,74,87.0,74,71,65,48,68.0,,,
2022-01-31,94,89,80,74,88.0,74,71,65,48,65.0,,,
2022-02-01,94,89,80,74,87.0,74,71,65,48,66.0,,,
2022-02-02,94,89,80,74,87.0,74,71,65,48,68.0,,,
2022-02-03,94,89,80,74,87.0,74,71,65,49,65.0,,,
2022-02-04,94,89,80,75,87.0,74,71,65,49,67.0,,,
2022-02-05,94,89,80,75,88.0,74,71,65,49,67.0,,,
2022-02-06,94,89,80,75,87.0,74,71,65,49,69.0,,,
2022-02-07,94,89,80,75,86.0,74,71,65,49,70.0,,,
2022-02-08,94,89,80,75,88.0,74,71,65,49,69.0,,,
2022-02-09,94,89,80,75,88.0,74,71,65,49,66.0,,,
2022-02-10,94,89,80,75,89.0,74,71,65,50,68.0,,,
2022-02-11,94,89,80,76,90.0,74,71,65,50,67.0,,,
2022-02-12,94,89,80,76,88.0,74,71,65,50,70.0,,,
2022-02-13,94,89,80,76,89.0,74,71,65,50,72.0,,,
2022-02-14,94,89,80,76,88.0,74,71,65,50,68.0,,,
2022-02-15,94,89,80,76,89.0,74,71,65,50,66.0,,,
2022-02-16,94,89,80,76,88.0,74,71,65,50,69.0,,,
2022-02-17,94,89,80,77,91.0,74,71,65,51,68.0,,,
2022-02-18,94,89,80,77,90.0,74,71,65,51,64.0,,,
2022-02-19,94,89,80,77,90.0,74,71,65,51,70.0,,,
2022-02-20,94,89,80,77,90.0,74,71,65,51,68.0,,,
2022-02-21,94,89,80,77,92.0,74,71,65,51,68.0,,,
2022-02-22,94,89,80,77,90.0,74,71,65,51,68.0,,,
2022-02-23,94,89,80,77,91.0,74,71,65,51,65.0,,,
2022-02-24,94,89,80,78,91.0,74,71,65,51,69.0,,,
2022-02-25,94,89,80,78,91.0,74,71,65,51,70.0,,,
2022-02-26,94,89,80,78,92.0,74,71,65,52,68.0,,,
2022-02-27,94,89,80,78,91.0,74,71,65,52,70.0,,,
2022-02-28,94,89,80,78,89.0,74,71,65,52,70.0,,,
2022-03-01,94,89,80,78,91.0,74,71,65,52,71.0,,,
2022-03-02,94,89,80,78,90.0,74,71,65,52,67.0,,,
2022-03-03,94,89,80,79,89.0,74,71,65,52,68.0,,,
2022-03-04,94,89,80,79,89.0,74,71,65,52,68.0,,,
2022-03-05,94,89,80,79,91.0,74,71,65,52,69.0,,,
2022-03-06,94,89,80,79,91.0,74,71,65,52,70.0,,,
2022-03-07,94,89,80,79,90.0,74,71,65,52,70.0,,,
2022-03-08,94,89,80,79,90.0,74,71,65,52,67.0,,,
2022-03-09,94,89,80,79,90.0,74,71,65,52,68.0,,,
2022-03-10,94,89,80,79,92.0,74,71,65,52,69.0,,,
2022-03-11,94,89,80,80,92.0,74,71,65,53,69.0,,,
2022-03-12,94,89,80,80,91.0,74,71,65,53,69.0,,,
2022-03-13,94,89,80,80,91.0,74,71,65,53,70.0,,,
2022-03-14,94,89,80,80,91.0,74,71,65,53,72.0,,,
2022-03-15,94,89,80,80,94.0,74,71,65,53,70.0,,,
2022-03-16,94,89,80,80,92.0,74,71,65,53,70.0,,,
2022-03-17,94,89,80,80,92.0,74,71,65,53,71.0,,,
2022-03-18,94,89,80,80,90.0,74,71,65,53,72.0,,,
2022-03-19,94,89,80,80,92.0,74,71,65,53,68.0,,,
2022-03-20,94,89,80,80,93.0,74,71,65,53,69.0,,,
2022-03-21,94,89,80,81,94.0,74,71,65,54,75.0,,,
2022-03-22,94,89,80,81,94.0,74,71,65,54,71.0,,,
2022-03-23,94,89,80,81,92.0,74,71,65,54,70.0,,,
2022-03-24,94,89,80,81,92.0,74,71,65,54,69.0,,,
2022-03-25,94,89,80,81,92.0,74,71,65,54,72.0,,,
2022-03-26,94,89,80,81,94.0,74,71,65,54,70.0,,,
2022-03-27,94,89,80,81,93.0,74,71,65,54,70.0,,,
2022-03-28,94,89,80,81,95.0,74,71,65,55,71.0,,,
2022-03-29,94,89,80,82,94.0,74,71,65,55,72.0,,,
2022-03-30,94,89,80,82,92.0,74,71,65,55,72.0,,,
2022-03-31,94,89,80,82,93.0,74,71,65,55,71.0,,,
2022-04-01,94,89,80,82,97.0,74,71,65,55,73.0,,,
2022-04-02,94,89,80,82,96.0,74,71,65,55,73.0,,,
2022-04-03,94,89,80,82,95.0,74,71,65,56,70.0,,,
2022-04-04,94,89,80,82,95.0,74,71,65,56,70.0,,,
2022-04-05,94,89,80,82,93.0,74,71,65,56,70.0,,,
2022-04-06,94,89,80,83,96.0,74,71,65,56,71.0,,,
2022-04-07,94,89,80,83,95.0,74,71,65,56,71.0,,,
2022-04-08,94,89,80,83,96.0,74,71,65,57,71.0,,,
