Date,MaxT_Red,MaxT_Orange,MaxT_Yellow,MaxT_Normal,MaxT_Records,MinT_Red,MinT_Orange,MinT_Yellow,MinT_Normal,MinT_Records,MaxT_Obs,MinT_Obs,HeatRisk
2023-01-01,85,79,67,62,77.0,67,64,57,41,59.0,,,
2023-01-02,85,79,67,62,74.0,67,64,57,41,58.0,,,
2023-01-03,85,79,67,62,75.0,67,64,57,41,55.0,,,
2023-01-04,85,79,67,62,73.0,67,64,57,41,58.0,,,
2023-01-05,85,79,67,62,77.0,67,64,57,41,57.0,,,
2023-01-06,85,79,67,62,78.0,67,64,57,41,53.0,,,
2023-01-07,85,79,67,62,80.0,67,64,57,41,53.0,,,
2023-01-08,85,79,67,62,81.0,67,64,57,41,55.0,,,
2023-01-09,85,79,67,62,78.0,67,64,57,41,56.0,,,
2023-01-10,85,79,67,62,77.0,67,64,57,41,56.0,,,
2023-01-11,85,79,67,62,74.0,67,64,57,41,54.0,,,
2023-01-12,85,79,67,62,79.0,67,64,57,41,54.0,,,
2023-01-13,85,79,67,62,80.0,67,64,57,41,57.0,,,
2023-01-14,85,79,67,62,81.0,67,64,57,41,57.0,,,
2023-01-15,85,79,67,63,82.0,67,64,57,41,55.0,,,
2023-01-16,85,79,67,63,84.0,67,64,57,41,55.0,,,
2023-01-17,85,79,67,63,83.0,67,64,57,42,58.0,,,
2023-01-18,85,79,67,63,83.0,67,64,57,42,56.0,,,
2023-01-19,85,79,67,63,81.0,67,64,57,42,56.0,,,
2023-01-20,85,79,67,63,80.0,67,64,57,42,55.0,,,
2023-01-21,85,79,67,63,76.0,67,64,57,42,55.0,,,
2023-01-22,85,79,67,63,77.0,67,64,57,42,54.0,,,
2023-01-23,85,79,67,63,78.0,67,64,57,42,56.0,,,
2023-01-24,85,79,67,63,76.0,67,64,57,42,54.0,,,
2023-01-25,85,79,67,63,83.0,67,64,57,42,53.0,,,
2023-01-26,85,79,67,63,80.0,67,64,57,42,55.0,,,
2023-01-27,85,79,67,63,80.0,67,64,57,42,54.0,,,
2023-01-28,85,79,67,63,80.0,67,64,57,42,51.0,,,
2023-01-29,85,79,67,63,78.0,67,64,57,42,55.0,,,
2023-01-30,85,79,67,63,81.0,67,64,57,42,54.0,,,
2023-01-31,85,79,67,63,77.0,67,64,57,42,55.0,,,
2023-02-01,85,79,67,63,80.0,67,64,57,42,56.0,,,
2023-02-02,85,79,67,63,83.0,67,64,57,42,54.0,,,
2023-02-03,85,79,67,63,80.0,67,64,57,42,56.0,,,
2023-02-04,85,79,67,63,79.0,67,64,57,42,55.0,,,
2023-02-05,85,79,67,63,76.0,67,64,57,42,57.0,,,
2023-02-06,85,79,67,63,81.0,67,64,57,42,62.0,,,
2023-02-07,85,79,67,64,85.0,67,64,57,42,59.0,,,
2023-02-08,85,79,67,64,85.0,67,64,57,42,57.0,,,
2023-02-09,85,79,67,64,78.0,67,64,57,42,56.0,,,
2023-02-10,85,79,67,64,79.0,67,64,57,43,56.0,,,
2023-02-11,85,79,67,64,82.0,67,64,57,43,55.0,,,
2023-02-12,85,79,67,64,83.0,67,64,57,43,59.0,,,
2023-02-13,85,79,67,64,83.0,67,64,57,43,59.0,,,
2023-02-14,85,79,67,64,82.0,67,64,57,43,56.0,,,
2023-02-15,85,79,67,64,82.0,67,64,57,43,56.0,,,
2023-02-16,85,79,67,64,85.0,67,64,57,43,55.0,,,
2023-02-17,85,79,67,64,86.0,67,64,57,43,57.0,,,
2023-02-18,85,79,67,64,85.0,67,64,57,43,56.0,,,
