Date,MaxT_Red,MaxT_Orange,MaxT_Yellow,MaxT_Normal,MaxT_Records,MinT_Red,MinT_Orange,MinT_Yellow,MinT_Normal,MinT_Records,MaxT_Obs,MinT_Obs,HeatRisk
2021-01-01,98,92,80,60,74.0,74,70,63,37,55.0,53.0,32.0,0.0
2021-01-02,98,92,80,60,75.0,74,70,63,37,48.0,55.0,32.0,0.0
2021-01-03,98,92,80,61,73.0,74,70,63,37,53.0,58.0,34.0,0.0
2021-01-04,98,92,80,61,75.0,74,70,63,37,48.0,63.0,38.0,0.0
2021-01-05,98,92,80,61,74.0,74,70,63,37,49.0,68.0,40.0,0.0
2021-01-06,98,92,80,61,75.0,74,70,63,37,49.0,69.0,38.0,0.0
2021-01-07,98,92,80,61,77.0,74,70,63,37,50.0,66.0,39.0,0.0
2021-01-08,98,92,80,61,78.0,74,70,63,37,49.0,70.0,42.0,0.0
2021-01-09,98,92,80,61,78.0,74,70,63,37,51.0,71.0,38.0,0.0
2021-01-10,98,92,80,61,76.0,74,70,63,37,50.0,64.0,32.0,0.0
2021-01-11,98,92,80,61,76.0,74,70,63,37,49.0,53.0,29.0,0.0
2021-01-12,98,92,80,61,77.0,74,70,63,37,46.0,53.0,28.0,0.0
2021-01-13,98,92,80,61,76.0,74,70,63,37,48.0,56.0,31.0,0.0
2021-01-14,98,92,80,62,84.0,74,70,63,37,51.0,65.0,42.0,0.0
2021-01-15,98,92,80,62,81.0,74,70,63,38,51.0,73.0,42.0,0.0
2021-01-16,98,92,80,62,82.0,74,70,63,38,50.0,70.0,46.0,0.0
2021-01-17,98,92,80,62,80.0,74,70,63,38,51.0,75.0,44.0,0.0
2021-01-18,98,92,80,62,81.0,74,70,63,38,54.0,76.0,46.0,0.0
2021-01-19,98,92,80,62,83.0,74,70,63,38,52.0,75.0,49.0,0.0
2021-01-20,98,92,80,62,82.0,74,70,63,38,52.0,65.0,40.0,0.0
2021-01-21,98,92,80,62,83.0,74,70,63,38,54.0,61.0,42.0,0.0
2021-01-22,98,92,80,62,82.0,74,70,63,38,53.0,60.0,40.0,
2021-01-23,98,92,80,62,82.0,74,70,63,38,52.0,,,
2021-01-24,98,92,80,62,82.0,74,70,63,38,49.0,61.0,41.0,0.0
2021-01-25,98,92,80,62,86.0,74,70,63,38,52.0,48.0,32.0,0.0
2021-01-26,98,92,80,62,77.0,74,70,63,38,52.0,47.0,29.0,0.0
2021-01-27,98,92,80,63,79.0,74,70,63,38,52.0,35.0,23.0,0.0
2021-01-28,98,92,80,63,82.0,74,70,63,39,48.0,48.0,31.0,0.0
2021-01-29,98,92,80,63,78.0,74,70,63,39,48.0,57.0,41.0,0.0
2021-01-30,98,92,80,63,80.0,74,70,63,39,49.0,64.0,34.0,0.0
2021-01-31,98,92,80,63,82.0,74,70,63,39,53.0,57.0,37.0,0.0
2021-02-01,98,92,80,63,76.0,74,70,63,39,50.0,66.0,43.0,0.0
2021-02-02,98,92,80,63,78.0,74,70,63,39,48.0,67.0,48.0,0.0
2021-02-03,98,92,80,63,84.0,74,70,63,39,51.0,71.0,50.0,0.0
2021-02-04,98,92,80,63,79.0,74,70,63,39,49.0,77.0,47.0,0.0
2021-02-05,98,92,80,63,82.0,74,70,63,39,49.0,70.0,36.0,0.0
2021-02-06,98,92,80,63,81.0,74,70,63,39,53.0,64.0,35.0,0.0
2021-02-07,98,92,80,63,96.0,74,70,63,39,51.0,68.0,39.0,0.0
2021-02-08,98,92,80,63,89.0,74,70,63,39,52.0,73.0,42.0,0.0
2021-02-09,98,92,80,63,79.0,74,70,63,39,51.0,73.0,43.0,0.0
2021-02-10,98,92,80,64,85.0,74,70,63,40,52.0,74.0,43.0,0.0
2021-02-11,98,92,80,64,83.0,74,70,63,40,56.0,65.0,41.0,0.0
2021-02-12,98,92,80,64,86.0,74,70,63,40,50.0,68.0,43.0,0.0
2021-02-13,98,92,80,64,86.0,74,70,63,40,52.0,68.0,36.0,0.0
2021-02-14,98,92,80,64,88.0,74,70,63,40,53.0,65.0,40.0,0.0
2021-02-15,98,92,80,64,82.0,74,70,63,40,52.0,55.0,31.0,0.0
2021-02-16,98,92,80,64,88.0,74,70,63,40,53.0,58.0,38.0,0.0
2021-02-17,98,92,80,64,83.0,74,70,63,40,54.0,56.0,34.0,0.0
2021-02-18,98,92,80,65,85.0,74,70,63,40,54.0,56.0,28.0,0.0
2021-02-19,98,92,80,65,85.0,74,70,63,40,55.0,53.0,34.0,0.0
2021-02-20,98,92,80,65,81.0,74,70,63,41,55.0,69.0,46.0,0.0
2021-02-21,98,92,80,65,80.0,74,70,63,41,54.0,77.0,36.0,0.0
2021-02-22,98,92,80,65,79.0,74,70,63,41,52.0,61.0,39.0,0.0
2021-02-23,98,92,80,66,83.0,74,70,63,41,53.0,73.0,43.0,0.0
2021-02-24,98,92,80,66,85.0,74,70,63,41,54.0,78.0,43.0,0.0
2021-02-25,98,92,80,66,85.0,74,70,63,41,55.0,75.0,40.0,0.0
2021-02-26,98,92,80,66,84.0,74,70,63,41,53.0,75.0,40.0,0.0
2021-02-27,98,92,80,66,82.0,74,70,63,41,52.0,68.0,38.0,0.0
2021-02-28,98,92,80,67,83.0,74,70,63,42,52.0,69.0,35.0,0.0
2021-03-01,98,92,80,67,85.0,74,70,63,42,54.0,57.0,29.0,0.0
2021-03-02,98,92,80,67,83.0,74,70,63,42,54.0,61.0,31.0,0.0
2021-03-03,98,92,80,67,86.0,74,70,63,42,55.0,71.0,47.0,0.0
2021-03-04,98,92,80,68,86.0,74,70,63,42,57.0,76.0,39.0,0.0
2021-03-05,98,92,80,68,87.0,74,70,63,42,56.0,63.0,36.0,0.0
2021-03-06,98,92,80,68,86.0,74,70,63,42,56.0,73.0,47.0,0.0
2021-03-07,98,92,80,69,87.0,74,70,63,43,57.0,75.0,34.0,0.0
2021-03-08,98,92,80,69,86.0,74,70,63,43,56.0,79.0,57.0,0.0
2021-03-09,98,92,80,69,90.0,74,70,63,43,55.0,77.0,58.0,0.0
2021-03-10,98,92,80,70,92.0,74,70,63,43,58.0,70.0,40.0,0.0
2021-03-11,98,92,80,70,92.0,74,70,63,43,60.0,68.0,36.0,0.0
2021-03-12,98,92,80,70,92.0,74,70,63,43,60.0,68.0,37.0,0.0
2021-03-13,98,92,80,70,85.0,74,70,63,44,53.0,66.0,32.0,0.0
2021-03-14,98,92,80,71,88.0,74,70,63,44,55.0,48.0,31.0,0.0
2021-03-15,98,92,80,71,88.0,74,70,63,44,63.0,60.0,38.0,0.0
2021-03-16,98,92,80,71,88.0,74,70,63,44,57.0,69.0,44.0,0.0
2021-03-17,98,92,80,72,86.0,74,70,63,44,56.0,54.0,28.0,0.0
2021-03-18,98,92,80,72,85.0,74,70,63,44,56.0,69.0,42.0,0.0
2021-03-19,98,92,80,72,89.0,74,70,63,45,59.0,79.0,49.0,0.0
2021-03-20,98,92,80,73,86.0,74,70,63,45,58.0,80.0,42.0,1.0
2021-03-21,98,92,80,73,88.0,74,70,63,45,65.0,82.0,54.0,1.0
2021-03-22,98,92,80,73,86.0,74,70,63,45,57.0,75.0,41.0,0.0
2021-03-23,98,92,80,73,88.0,74,70,63,45,57.0,61.0,39.0,0.0
2021-03-24,98,92,80,74,85.0,74,70,63,45,55.0,67.0,37.0,0.0
2021-03-25,98,92,80,74,88.0,74,70,63,46,63.0,52.0,35.0,0.0
2021-03-26,98,92,80,74,89.0,74,70,63,46,57.0,58.0,38.0,0.0
2021-03-27,98,92,80,75,85.0,74,70,63,46,64.0,64.0,36.0,0.0
2021-03-28,98,92,80,75,87.0,74,70,63,46,57.0,64.0,43.0,0.0
